006.Export Value per Exporter: Mean,011.Export Value per Entrant: Mean,016.Export Value per Exiter: Mean,021.Export Value per Surviving Entrant: Mean,026.Export Value per Incumbent: Mean,031.Growth of Incumbents: Mean,036.Growth of Surviving Entrants: Mean,045.Number of HS6 Products per Exporter: Mean,048.Number of Destinations per Exporter: Mean,051.Number of Exporters per HS6 Product: Mean,054.Number of Exporters per Destination: Mean,057.Destination Entry Rate of Incumbents: Mean,060.Destination Entry Rate of Surviving Entrants: Mean,063.Share of New Destinations in TEV of Incumbents: Mean,066.Share of New Destinations in TEV of Surviving Entrants: Mean,069.Destination Exit Rate of Incumbents: Mean,072.Destination Survival Rate of 2-year Incumbents: Mean,081.Product Entry Rate of Incumbents: Mean,084.Product Entry Rate of Surviving Entrants: Mean,087.Share of New Products in TEV of Incumbents: Mean,090.Share of New Products in TEV of Surviving Entrants: Mean,093.Product Exit Rate of Incumbents: Mean,096.Product Survival Rate of 2-year Incumbents: Mean,001.Number of Exporters,002.Number of Entrants,003.Number of Exiters,004.Number of Surviving Entrants,005.Number of Incumbents,041.Herfindahl-Hirschman Index,075.Firm Entry Rate,076.Firm Exit Rate,077.Entrant 1st Year Survival Rate,078.Share of Entrants in TEV (Total Export Value),079.Entrant 2nd Year Survival Rate,080.Entrant 3rd Year Survival Rate,Country Name,Industry Name,Year
508351.3438,82254.48438,59848.78516,158903.4844,856976.0625,-0.050068598,0.757220626,1.778888941,2.125555515,10.39610386,19.72164917,0.246132359,0.261560649,0.168521896,0.2114674,0.225500658,0.430138081,0.262001097,0.307572514,0.186644047,0.239482075,0.284647256,0.440890282,900,405,339,182,495,0.018554151,0.449999988,0.406474829,0.449382722,0.07281287,..,..,Pakistan,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2009 [YR2009]
642096.0625,119247.1641,38356.26953,..,1022090.063,0.296781033,..,1.77953589,2.201476812,11.32214737,23.4494381,0.241250098,0.251818419,0.154392317,0.183842048,0.206341222,..,0.242878363,0.294688642,0.164268494,0.234132335,0.231994882,..,948,399,351,..,549,0.015543349,0.42088607,0.389999986,..,0.078165054,..,..,Pakistan,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2001 [YR2001]
321611.2813,..,..,..,..,..,..,1.296296239,2.02116394,8.75,6.366666794,..,..,..,..,..,..,..,..,..,..,..,..,189,..,..,..,..,0.072095953,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2002 [YR2002]
297446.4375,111491.9531,117937.7813,258168.1094,617803.6875,0.457396239,0.429060429,1.440000057,2.058181763,10.15384579,7.546666622,0.304140955,..,0.212609977,..,0.232077435,0.55254221,0.39380011,..,0.341889918,..,0.336633652,0.589015126,275,174,88,69,101,0.087351225,0.632727265,0.465608478,0.396551728,0.237165391,0.241379306,0.195402294,Pakistan,154:Manufacture of other food products,2003 [YR2003]
288564.3125,24703.73242,23389.83789,25762.90234,602112.9375,0.197918773,0.310490668,1.510385752,2.121661663,13.05128193,8.033707619,0.33899197,0.384460539,0.237427056,0.309323072,0.257839054,0.43505016,0.279429495,0.295893729,0.179280832,0.236149088,0.237523198,0.471604943,337,183,121,58,154,0.106909826,0.543026686,0.439999998,0.31693989,0.046488032,0.131147534,0.114754096,Pakistan,154:Manufacture of other food products,2004 [YR2004]
190065.8281,37931.03125,35926.28906,60596.23438,388194.875,0.17156978,0.240698159,1.676767707,2.088383913,14.43478298,9.08791256,0.29477191,0.273386389,0.204425007,0.242734477,0.263598323,0.465266109,0.276013464,0.357758611,0.168487236,0.280763924,0.214230344,0.573163867,396,224,165,76,172,0.065436162,0.565656543,0.489614248,0.339285702,0.112886868,0.205357149,0.147321433,Pakistan,154:Manufacture of other food products,2005 [YR2005]
227223.6094,16212.75586,27207.72656,31599.76758,445967.8438,0.017442122,0.560305297,1.874035954,2.269922972,16.56818199,10.034091,0.283891737,0.264364034,0.2218602,0.23214291,0.277743101,0.48086834,0.304940969,0.394956142,0.208525121,0.308171809,0.265319228,0.353286386,389,198,205,77,191,0.075931087,0.50899744,0.517676771,0.388888896,0.036317755,0.25252524,0.191919193,Pakistan,154:Manufacture of other food products,2006 [YR2006]
180946.0938,63108.26563,18641.45313,131461.0781,311935.4688,0.121019155,0.568727732,2.025369883,2.196617365,19.95833397,11.54444408,0.260599911,0.221923321,0.198250905,0.180498093,0.227313399,0.510753572,0.306901455,0.371692598,0.202682003,0.271064043,0.309646457,0.472934991,473,249,165,110,224,0.031464804,0.52642709,0.424164534,0.441767067,0.183601081,0.240963861,0.172690764,Pakistan,154:Manufacture of other food products,2007 [YR2007]
520171.9063,375509.6563,11706.85742,230630,644023.125,0.255061537,-0.15671818,1.869565248,2.058601141,21.97777748,11.22680378,0.198126838,0.189393938,0.143845245,0.165456668,0.221488148,0.393705159,0.255869329,0.34929654,0.182240784,0.3044568,0.293848574,0.386768579,529,244,188,98,285,0.037815891,0.461247623,0.397462994,0.401639342,0.332972467,0.25,..,Pakistan,154:Manufacture of other food products,2008 [YR2008]
259380.875,67661.50781,370917.1563,108416.5859,447265.875,-0.129286453,0.173022822,1.698653221,1.873737335,20.18000031,11.84042549,0.198191062,0.206632659,0.156842694,0.185047224,0.203859016,0.430183232,0.234756231,0.33214286,0.191824302,0.310117841,0.279101968,0.466724038,594,294,229,127,300,0.045591526,0.49494949,0.432892263,0.431972802,0.129111394,..,..,Pakistan,154:Manufacture of other food products,2009 [YR2009]
213806.8906,28843.24805,32636.40039,..,347066,0.048027918,..,1.710217714,1.891122222,21.27083397,11.28999996,0.186890528,0.201662287,0.146106735,0.182086453,0.180738091,..,0.224768996,0.283005238,0.160168111,0.252495915,0.224750906,..,597,250,247,..,347,0.028328139,0.418760478,0.41582492,..,0.056492157,..,..,Pakistan,154:Manufacture of other food products,2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,154:Manufacture of other food products,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2001 [YR2001]
793938.8125,..,..,..,..,..,..,2.973221064,2.958683968,40.47916794,52.25675583,..,..,..,..,..,..,..,..,..,..,..,..,2614,..,..,..,..,0.007502341,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2002 [YR2002]
1051781.625,182446.2969,152314.9063,237257.8594,1883787.375,0.107416973,0.458427012,2.693194389,3.10821867,30.55696297,50.65454483,0.378893614,..,0.274262041,..,0.353068948,0.415855259,0.495551437,..,0.402811557,..,0.553342402,0.353026181,2689,1315,1240,591,1374,0.007165529,0.489029378,0.474368781,0.449429661,0.08482901,0.260076046,0.145247146,Pakistan,"171:Spinning, weaving and finishing of textiles",2003 [YR2003]
919599.25,97585.38281,205836.3594,185134.8438,1794070.875,0.247445092,-0.039500713,3.252937555,2.955163956,42.76422882,55.24277496,0.410793334,0.471049696,0.31936875,0.40733692,0.367678344,0.389705539,0.61439395,0.635996282,0.495009005,0.569262743,0.492768854,0.389964759,3234,1667,1122,695,1567,0.00640198,0.51546073,0.417255491,0.416916609,0.054699298,0.158368319,0.0869826,Pakistan,"171:Spinning, weaving and finishing of textiles",2004 [YR2004]
1167708,113047.6094,83816.46875,218620.2031,1782587.25,-0.205525711,0.415759027,3.304529667,3.139024496,37.63492203,51.77586365,0.375292003,0.413892478,0.299721003,0.374562085,0.393724054,0.416691542,0.502993345,0.576691628,0.415655494,0.536298275,0.553795695,0.256005645,2870,1057,1421,319,1813,0.007385919,0.368292689,0.439393938,0.301797539,0.035654981,0.149479657,0.10501419,Pakistan,"171:Spinning, weaving and finishing of textiles",2005 [YR2005]
1668764.875,128492.5625,120316.3516,253689.4531,2619121.75,-0.163969323,0.344411671,3.725393295,3.539775372,31.39772797,46.60354996,0.357114404,0.407990724,0.273269325,0.355555654,0.377878368,0.448555231,0.527072251,0.635136187,0.423231035,0.58601588,0.571829796,0.338486999,2225,849,1494,332,1376,0.007806107,0.381573021,0.520557463,0.391048282,0.029380592,0.201413423,0.138987049,Pakistan,"171:Spinning, weaving and finishing of textiles",2006 [YR2006]
1805075.5,97518.39844,125471.3359,268007.5,3074797.5,-0.020719958,0.168471426,3.590073586,3.539981604,29.93103409,47.84471893,0.341702789,0.380314976,0.255806565,0.333444566,0.355328172,0.409982651,0.538184106,0.587202311,0.447709799,0.55703932,0.563707173,0.397022188,2176,928,977,266,1248,0.007190278,0.426470578,0.43910113,0.286637932,0.023039885,0.155172408,0.107758619,Pakistan,"171:Spinning, weaving and finishing of textiles",2007 [YR2007]
2112833.5,99926.73438,138641.4375,201872.9688,3357874,-0.216230929,0.039518982,3.592031479,3.769360304,25.70682716,43.33548355,0.287728101,0.342118531,0.21267049,0.306242794,0.334692597,0.422777474,0.444208384,0.553309858,0.330770344,0.51056844,0.510851622,0.356749713,1782,681,1075,253,1101,0.008197352,0.382154882,0.494025737,0.371512473,0.018074065,0.196769461,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2008 [YR2008]
1909368.875,120059.2031,80344.25,266643.5313,3157529.5,-0.253784508,0.432649612,3.670711517,3.654716015,26.94331932,44.17333221,0.315389186,0.389804989,0.230349109,0.36390537,0.331815481,0.402840763,0.466552347,0.577740073,0.339429289,0.525966942,0.459018707,0.338978499,1813,745,714,257,1068,0.008646581,0.410921127,0.400673389,0.344966441,0.025838308,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2009 [YR2009]
2610174,117439.7109,107978.3281,..,4049640.25,0.038810551,..,3.558333397,3.67440486,24.30081367,41.15333176,0.282985181,0.378098398,0.208084211,0.344097465,0.312279224,..,0.421684623,0.521278918,0.317895174,0.472148806,0.454182804,..,1680,615,748,..,1065,0.009649368,0.366071433,0.412575841,..,0.016470674,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"171:Spinning, weaving and finishing of textiles",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2001 [YR2001]
304172.6875,..,..,..,..,..,..,2.43264699,2.097865105,68.85561371,75.53741455,..,..,..,..,..,..,..,..,..,..,..,..,5293,..,..,..,..,0.002953263,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2002 [YR2002]
406423.0625,96998.77344,79563.38281,132561.0781,696057.4375,0.226660982,0.126640126,2.642148018,2.203580141,85.45262909,78.72674561,0.356785387,..,0.257088572,..,0.308726519,0.397025049,0.474010766,..,0.37487343,..,0.43196401,0.372922629,6145,2971,2119,1317,3174,0.003459306,0.48348251,0.40034008,0.443285078,0.115390129,0.280376971,0.198249742,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2003 [YR2003]
398908.2188,64692.44922,95827.17188,96919.99219,642097.3125,-0.026062189,0.570390761,3.033171415,2.337074995,95.28947449,73.80952454,0.352502435,0.405828267,0.26316911,0.347584248,0.334842175,0.413782567,0.532320142,0.551101625,0.440519333,0.500380397,0.468936384,0.380419523,5969,2514,2690,1229,3455,0.00331513,0.421176076,0.437754273,0.488862365,0.068303712,0.303102612,0.229514718,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2004 [YR2004]
466482.375,75604.01563,64828.24219,93559.57031,733311.375,0.215688199,0.379250258,3.619514465,2.402894497,118.0659866,84.37705231,0.358360797,0.413739741,0.264673114,0.352334291,0.327664912,0.427113473,0.553789973,0.60238713,0.47765708,0.562451482,0.489016891,0.363453329,6426,2607,2150,1264,3819,0.003994734,0.405695617,0.360194325,0.484848499,0.065752149,0.318757206,0.245876491,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2005 [YR2005]
511353.8438,91418.42969,90139.25781,146551.7656,747444.6875,0.008141045,0.272110522,3.550228596,2.40451026,115.4461517,84.70555878,0.307227582,0.333672255,0.212302357,0.273293734,0.306871831,0.410529166,0.485759884,0.530095756,0.37734133,0.46414727,0.498379081,0.355792552,6341,2282,2367,1103,4059,0.004625956,0.359880149,0.368347347,0.483347952,0.064338379,0.308939517,0.218667835,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2006 [YR2006]
516497.5938,76027.22656,106291.7031,89402.14063,736679.75,0.011007803,0.449875712,4.439717293,2.440520048,140.3807068,83.07103729,0.299699783,0.331855595,0.208771721,0.272827655,0.297550052,0.398423731,0.561848462,0.624836683,0.450187504,0.5583601,0.48869136,0.335005194,6229,2076,2188,965,4153,0.005266062,0.333279818,0.345055997,0.46483621,0.049057998,0.302986503,0.223025054,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2007 [YR2007]
568993.75,93514.34375,80917.8125,124952.6328,771707.75,0.041557372,0.187901571,4.319831371,2.515611887,129.9238586,86.65697479,0.285563052,0.337696701,0.193183914,0.285654336,0.288384318,0.39908433,0.50635457,0.625898719,0.390864015,0.555304706,0.546191394,0.309727222,5925,1771,2075,797,4154,0.005538342,0.298902959,0.333119273,0.450028241,0.049124815,0.280632406,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2008 [YR2008]
509875.0625,40767.28125,89377.57813,55030.07422,716113.625,-0.202753156,0.353124321,4.272916794,2.493576288,125.5714264,82.54597473,0.274466753,0.341528624,0.187352031,0.295168668,0.284446508,0.429630786,0.490838706,0.59271878,0.370108575,0.524622619,0.515483618,0.300992638,5760,1759,1924,860,4001,0.006970232,0.305381954,0.324725747,0.488914162,0.024416946,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2009 [YR2009]
588596.4375,50999.63672,49363.67188,..,824231.375,0.035393674,..,4.169647694,2.558777571,121.8934021,86.68235016,0.269496411,0.323730499,0.178419247,0.272983104,0.26683113,..,0.477718353,0.587958217,0.360332847,0.522039294,0.497056633,..,5759,1755,1756,..,4004,0.008077,0.304740399,0.304861099,..,0.026404595,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"181:Manufacture of wearing apparel, except fur apparel",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2001 [YR2001]
12804.45898,..,..,..,..,..,..,1.149999976,1.149999976,7.666666508,3.108108044,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,0.069555998,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2002 [YR2002]
12116.8291,7770.032227,6725.989746,10623.31641,41002,0.659268856,-0.296220988,1.168776393,1.206751108,12.04347801,5.836734772,0.408602148,..,0.348519206,..,0.395161301,0.371527791,0.354838699,..,0.330898613,..,0.360215068,0.571428597,237,206,69,52,31,0.031811506,0.869198322,0.689999998,0.252427191,0.55738169,0.111650482,0.072815537,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2003 [YR2003]
8036.509277,4355.659668,8858.142578,5104.341797,21031.02539,-0.362826198,-0.365919471,1.193979979,1.204013348,15.52173901,6.206896782,0.359722227,0.343589753,0.318620294,0.338490695,0.395622909,0.125,0.284090906,0.315705121,0.258244991,0.307637691,0.282828271,0.357142866,299,233,171,47,66,0.030997727,0.779264212,0.721518993,0.201716736,0.422348768,0.068669528,0.034334764,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2004 [YR2004]
9800.363281,8193.125,5398.969727,17613.73438,14722.53125,-0.362681627,0.242245734,1.261538506,1.17230773,15.18518543,6.457627296,0.367708325,0.347517729,0.35101667,0.342157185,0.380833328,0.111111112,0.417708337,0.492907792,0.412827611,0.475809097,0.448958337,0.503508747,325,245,219,68,80,0.091412224,0.753846169,0.732441485,0.277551025,0.630217016,0.138775513,0.093877554,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2005 [YR2005]
18494.47656,16676.05078,4681.618164,33666.48047,23343.61133,0.127501622,0.541927755,1.262337685,1.150649309,20.25,6.068493366,0.348888904,0.338235289,0.308378071,0.308112115,0.340476185,0.374305546,0.440476179,0.426470578,0.436019033,0.43395555,0.400158733,0.439393938,385,280,220,86,105,0.065071613,0.727272749,0.676923096,0.307142854,0.655765295,0.178571433,0.132142857,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2006 [YR2006]
42592.125,24569.25,8660.780273,49925.79297,79410.28125,0.33307451,0.360371649,1.434272289,1.169014096,21.06896591,7.014084339,0.243928567,0.281007767,0.251483589,0.288499683,0.250833333,0.416666657,0.467602044,0.539119601,0.446268797,0.514210463,0.43107143,0.517628193,426,286,245,72,140,0.101020217,0.671361506,0.636363626,0.251748264,0.387274623,0.115384616,0.073426574,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2007 [YR2007]
52921.26172,10729.85254,16805.21484,32207.5957,119946.8516,0.152402923,0.235710859,1.325183392,1.151589274,20.84615326,6.452054977,0.198839664,0.219907403,0.159389094,0.167875171,0.182278484,0.400793642,0.301898748,0.281944454,0.250611633,0.247802183,0.356811345,0.377314806,409,251,268,63,158,0.123321027,0.613691926,0.629107952,0.250996023,0.124426812,0.12350598,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2008 [YR2008]
53324.91016,11138.85156,9388.333984,27533.51172,128502.6328,-0.020485714,-0.015300189,1.334101439,1.193548441,24.125,7,0.151495725,0.234126985,0.123975135,0.198282748,0.152243584,0.383695662,0.304807693,0.396825403,0.270089626,0.371280879,0.311538458,0.479629636,434,278,253,87,156,0.176058277,0.640552998,0.618581891,0.312949628,0.133802846,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2009 [YR2009]
65855.91406,8784.776367,5962.908203,..,153106.0313,-0.139161468,..,1.403726697,1.188405752,26.07692337,8.199999809,0.127586633,0.141215101,0.105931565,0.123956524,0.117102966,..,0.312914491,0.39329502,0.273755521,0.359696209,0.298840702,..,483,292,243,..,191,0.152969763,0.604554892,0.559907854,..,0.080643915,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,"202:Manufacture of products of wood, cork, straw and plaiting materials",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,241:Manufacture of basic chemicals,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,241:Manufacture of basic chemicals,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,241:Manufacture of basic chemicals,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,241:Manufacture of basic chemicals,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Pakistan,241:Manufacture of basic chemicals,2001 [YR2001]
537654.4375,..,..,..,..,..,..,1.225130916,1.486910939,3.162162066,5.568627357,..,..,..,..,..,..,..,..,..,..,..,..,191,..,..,..,..,0.258717388,..,..,..,..,..,..,Pakistan,241:Manufacture of basic chemicals,2002 [YR2002]
615013.625,70964.28125,65841.89063,235521.8281,2920746.75,0.690152824,0.066336617,1.212121248,1.521212101,3.418803453,5.770114899,0.212472618,..,0.121702425,..,0.148053661,0.214401394,0.375,..,0.320787668,..,0.342328042,0.504901946,330,267,128,64,63,0.22915484,0.809090912,0.670157075,0.239700377,0.093358181,0.101123594,0.063670412,Pakistan,241:Manufacture of basic chemicals,2003 [YR2003]
